"Format","AiM CSV File"
"Session","Fuji GP Sh"
"Vehicle","SFJ"
"Racer","CMD"
"Championship","Fuji Practice"
"Comment",""
"Date","11/04/2025"
"Time","15:50:07"
"Sample Rate","20"
"Duration","1696.94"
"Segment","Session"
"Beacon Markers","193.611","320.961","450.167","569.437","688.127","819.303","947.652","1079.43","1202.58","1322.38","1445.26","1578.53","1696.96"
"Segment Times","3:13.611","2:07.350","2:09.206","1:59.270","1:58.690","2:11.176","2:08.349","2:11.778","2:03.153","1:59.801","2:02.877","2:13.267","1:58.430"

"Time","GPS Speed","GPS Heading","GPS Latitude","GPS Longitude","GPS Altitude","GPS Nsat","GPS PosAccuracy","GPS SpdAccuracy","GPS LatAcc","GPS InlineAcc","GPS Yaw Rate","Predictive Time","Best Run Diff","Best Today Diff","Prev Lap Diff","Ref Lap Diff","LoggerTemp","External Voltage","ADC Voffset","Lateral Grip","RPM","WT","steering","BRK","ACCEL","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","Luminosity","StartRec"
"s","km/h","deg","deg","deg","m"," ","m","km/h","g","g","deg/s","ms","ms","ms","ms","ms","C","V","mV"," ","rpm","C","deg","bar","mm","g","g","g","deg/s","deg/s","deg/s","%"," "

"182.850","157.5050","51.5549","35.36919761","138.92240997","614.63","14","0.57","0.36","0.08","0.23","1.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","0","5644","47.4","-27.5","-0.15","52","-0.03","-0.11","-1.21","-1.0","1.7","0.2","9.56","1"
"182.900","157.7494","51.3196","35.36920984","138.92242886","614.65","14","0.57","0.36","0.08","0.13","1.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","0","5676","47.5","-27.6","-0.11","52","0.41","0.09","-1.66","-0.3","4.0","-0.9","9.57","1"
"182.950","157.9380","51.0521","35.36922221","138.92244781","614.67","14","0.57","0.36","-0.11","0.11","-1.5","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","5687","47.4","-27.5","-0.17","52","0.62","0.16","-2.11","0.9","1.0","-1.5","9.58","1"
"183.000","158.2125","51.3095","35.36923463","138.92246666","614.68","14","0.57","0.36","-0.07","0.16","-0.9","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","5680","47.4","-27.1","-0.12","52","0.22","-0.05","-1.50","0.3","-1.4","-0.8","9.59","1"
"183.050","158.5733","51.2046","35.36924706","138.92248570","614.67","14","0.57","0.36","0.07","0.21","0.9","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","5696","47.4","-27.7","-0.13","52","0.08","-0.06","-1.22","-0.1","0.4","0.2","9.60","1"
"183.100","158.9542","51.4771","35.36925951","138.92250468","614.67","14","0.57","0.36","0.04","0.20","0.5","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","5717","47.4","-28.2","-0.12","52","0.26","-0.13","-1.35","-1.2","2.2","0.1","9.61","1"
"183.150","159.2093","51.4490","35.36927187","138.92252373","614.67","14","0.57","0.36","0.09","0.15","1.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","5729","47.4","-28.8","-0.14","52","0.32","-0.23","-1.07","-1.1","-1.2","0.2","9.62","1"
"183.200","159.5063","50.9886","35.36928434","138.92254292","614.68","14","0.57","0.36","-0.01","0.17","-0.1","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","2","5727","47.5","-28.4","-0.16","52","0.16","-0.08","-1.53","-0.6","-3.8","0.1","9.63","1"
"183.250","159.7468","51.1337","35.36929692","138.92256195","614.68","14","0.57","0.36","-0.17","0.12","-2.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","5731","47.5","-28.4","-0.17","52","0.26","0.14","-2.01","-0.1","0.6","-0.1","9.64","1"
"183.300","159.6940","51.0887","35.36930942","138.92258098","614.69","14","0.57","0.36","-0.14","-0.00","-1.7","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-2","5770","47.5","-27.8","-0.14","52","0.37","0.11","-1.85","1.0","-0.0","0.2","9.65","1"
"183.350","160.2674","51.5652","35.36932203","138.92260014","614.69","14","0.57","0.36","0.11","0.38","1.4","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-2","5767","47.5","-27.9","-0.15","52","-0.07","-0.11","-1.41","1.3","-1.7","0.7","9.67","1"
"183.400","160.7154","51.1969","35.36933452","138.92261944","614.68","14","0.57","0.36","0.22","0.21","2.8","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","5751","47.4","-27.0","-0.16","52","-0.03","-0.10","-0.85","0.3","0.8","0.6","9.68","1"
"183.450","160.8414","51.4994","35.36934718","138.92263874","614.70","14","0.57","0.36","-0.02","0.08","-0.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","5793","47.4","-26.8","-0.14","52","0.07","0.02","-1.19","-0.2","0.4","-0.1","9.70","1"
"183.500","161.1119","51.2809","35.36935969","138.92265804","614.72","14","0.56","0.36","0.01","0.16","0.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","2","5790","47.5","-27.4","-0.09","52","0.13","-0.01","-1.74","-1.2","2.4","-0.6","9.71","1"
"183.550","161.2604","50.9332","35.36937231","138.92267734","614.72","14","0.56","0.36","-0.09","0.06","-1.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","5795","47.4","-27.5","-0.14","52","0.26","0.06","-1.52","-1.5","1.7","-0.7","9.73","1"
"183.600","161.6052","51.2037","35.36938505","138.92269658","614.71","14","0.56","0.36","-0.10","0.23","-1.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","5819","47.5","-28.4","-0.13","52","0.25","0.09","-1.14","1.6","-1.7","-0.7","9.74","1"
"183.650","161.9819","51.4755","35.36939775","138.92271596","614.71","14","0.56","0.36","0.06","0.21","0.7","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","5798","47.5","-29.0","-0.16","52","0.22","0.15","-1.50","2.3","-0.8","-0.3","9.76","1"
"183.700","162.2141","51.3711","35.36941039","138.92273543","614.73","14","0.56","0.36","0.11","0.13","1.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","5836","47.4","-29.0","-0.15","52","0.28","0.17","-1.84","0.5","2.9","0.1","9.77","1"
"183.750","162.5118","51.1476","35.36942309","138.92275492","614.73","14","0.56","0.36","0.00","0.18","0.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","5849","47.5","-29.5","-0.11","52","0.17","0.05","-1.47","0.5","2.8","-0.0","9.79","1"
"183.800","162.4706","51.0143","35.36943582","138.92277429","614.73","14","0.56","0.36","-0.10","-0.07","-1.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","5844","47.4","-28.9","-0.16","52","0.04","0.05","-1.40","-0.4","-0.0","0.2","9.80","1"
"183.850","162.7765","51.5964","35.36944862","138.92279369","614.73","14","0.56","0.36","-0.00","0.17","-0.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","0","5848","47.5","-28.9","-0.12","52","0.09","0.05","-1.19","-0.4","-0.6","-0.2","9.82","1"
"183.900","163.1478","51.3423","35.36946130","138.92281331","614.74","14","0.56","0.38","0.15","0.22","1.9","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","5861","47.5","-28.7","-0.19","52","0.10","-0.04","-0.97","0.2","-0.8","-0.4","9.83","1"
"183.950","163.5287","51.5530","35.36947410","138.92283293","614.74","14","0.56","0.40","0.01","0.21","0.1","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","5876","47.4","-28.7","-0.12","52","0.06","-0.17","-0.98","0.2","0.9","-0.5","9.85","1"
"184.000","163.7752","51.0344","35.36948686","138.92285264","614.75","14","0.56","0.40","-0.02","0.13","-0.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","5888","47.5","-29.2","-0.13","52","0.23","-0.14","-0.84","-0.3","1.9","-0.2","9.86","1"
"184.050","163.8851","51.2516","35.36949974","138.92287216","614.76","14","0.56","0.40","-0.13","0.07","-1.7","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","0","5897","47.4","-29.3","-0.16","52","0.26","0.05","-1.07","0.5","-1.2","0.3","9.88","1"
"184.100","164.2391","51.2458","35.36951260","138.92289182","614.77","14","0.56","0.40","-0.01","0.21","-0.1","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","5897","47.5","-29.8","-0.19","52","0.23","0.03","-1.59","0.8","-0.4","0.8","9.89","1"
"184.150","164.5049","51.3044","35.36952545","138.92291146","614.77","14","0.56","0.40","0.03","0.13","0.4","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","5907","47.6","-30.0","-0.15","52","0.30","-0.07","-1.46","0.0","0.4","0.5","9.91","1"
"184.200","164.7539","51.1960","35.36953837","138.92293123","614.78","14","0.56","0.40","-0.12","0.15","-1.4","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-2","5934","47.5","-29.7","-0.16","52","0.16","-0.04","-1.23","0.3","-1.2","-0.2","9.92","1"
"184.250","165.1875","51.2684","35.36955132","138.92295098","614.78","14","0.56","0.36","0.01","0.24","0.1","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","5921","47.5","-29.5","-0.14","52","0.09","-0.04","-1.00","-0.3","-0.6","-0.8","9.94","1"
"184.300","165.4931","51.0257","35.36956426","138.92297077","614.78","14","0.56","0.36","0.00","0.17","0.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","5934","47.5","-29.7","-0.16","52","0.07","-0.06","-0.91","-1.1","1.1","-0.8","9.94","1"
"184.350","165.5674","51.3087","35.36957728","138.92299051","614.79","14","0.56","0.36","-0.01","0.01","-0.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","5956","47.5","-29.8","-0.12","52","0.07","-0.01","-0.89","-0.1","1.4","-0.6","9.95","1"
"184.400","165.8094","50.8713","35.36959027","138.92301039","614.80","14","0.56","0.40","-0.10","0.18","-1.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","5959","47.6","-29.9","-0.13","52","0.09","-0.01","-1.16","0.4","0.8","-0.5","9.95","1"
"184.450","166.0996","51.2828","35.36960339","138.92303018","614.80","14","0.56","0.40","-0.10","0.17","-1.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-2","5967","47.6","-30.0","-0.11","52","0.26","-0.05","-1.12","0.5","1.4","-0.4","9.96","1"
"184.500","166.3822","51.1705","35.36961639","138.92305006","614.81","14","0.56","0.40","-0.01","0.13","-0.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-2","5980","47.6","-29.8","-0.13","52","0.29","-0.06","-1.08","0.6","-0.7","-0.1","9.96","1"
"184.550","166.5175","51.0005","35.36962945","138.92306995","614.82","14","0.56","0.40","-0.06","0.09","-0.7","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-2","5987","47.4","-29.2","-0.16","52","0.24","-0.04","-1.60","0.2","-1.0","-0.3","9.97","1"
"184.600","166.6464","50.9787","35.36964256","138.92308981","614.82","14","0.56","0.40","0.01","0.06","0.1","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","5983","47.5","-29.2","-0.12","52","0.28","-0.01","-1.88","0.0","1.7","-0.2","9.98","1"
"184.650","166.9761","51.0342","35.36965570","138.92310969","614.82","14","0.56","0.40","-0.06","0.19","-0.7","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","6012","47.5","-28.4","-0.14","52","0.18","-0.03","-1.40","-0.6","-0.0","0.0","9.98","1"
"184.700","167.4762","50.7373","35.36966888","138.92312969","614.82","14","0.56","0.38","0.03","0.29","0.4","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-1","6004","47.5","-28.2","-0.20","52","-0.00","-0.07","-0.95","-0.3","-2.1","-0.4","9.99","1"
"184.750","167.6449","50.9583","35.36968213","138.92314957","614.83","14","0.56","0.36","-0.11","0.04","-1.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-1","6014","47.5","-28.0","-0.17","52","0.10","-0.14","-0.94","1.4","-0.6","-0.4","9.99","1"
"184.800","167.6269","50.8183","35.36969536","138.92316956","614.84","14","0.56","0.36","-0.18","-0.01","-2.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-2","6036","47.4","-27.6","-0.17","52","0.29","-0.09","-1.53","0.9","1.0","-0.1","10.00","1"
"184.850","167.8235","50.7832","35.36970861","138.92318950","614.84","14","0.56","0.36","0.00","0.12","0.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-2","6037","47.5","-27.5","-0.16","52","0.34","-0.03","-1.51","-0.7","-0.4","0.0","10.00","1"
"184.900","168.2563","50.9405","35.36972194","138.92320953","614.84","14","0.56","0.36","-0.03","0.25","-0.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-2","6041","47.5","-27.4","-0.17","52","0.09","-0.03","-1.10","-0.6","-2.6","0.1","10.01","1"
"184.950","168.6124","51.0737","35.36973523","138.92322962","614.83","14","0.56","0.36","0.06","0.19","0.7","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-1","6047","47.5","-26.8","-0.18","52","0.09","-0.09","-0.92","-0.1","-0.1","-0.9","10.01","1"
"185.000","168.7296","50.7346","35.36974848","138.92324973","614.85","14","0.56","0.36","0.01","0.04","0.1","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","0","6065","47.6","-26.9","-0.13","52","0.22","-0.06","-0.88","0.7","0.2","-0.7","10.02","1"
"185.050","169.0511","50.9429","35.36976185","138.92326980","614.85","14","0.56","0.36","-0.06","0.18","-0.7","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-0","6082","47.6","-26.6","-0.19","52","0.03","-0.03","-0.98","0.2","0.7","0.3","10.02","1"
"185.100","169.2493","50.7542","35.36977521","138.92328999","614.84","14","0.56","0.36","-0.03","0.09","-0.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-0","6068","47.5","-26.5","-0.13","52","0.16","0.03","-1.17","-0.1","2.0","0.9","10.03","1"
"185.150","169.2600","50.7054","35.36978857","138.92331004","614.85","14","0.56","0.36","-0.07","0.01","-0.9","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-1","6088","47.6","-26.6","-0.11","52","0.25","0.12","-1.71","1.9","1.0","1.2","10.04","1"
"185.200","169.6818","51.0138","35.36980199","138.92333015","614.86","14","0.56","0.36","0.08","0.29","0.9","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-1","6091","47.6","-25.9","-0.18","52","0.13","0.16","-1.91","0.6","1.7","1.2","10.04","1"
"185.250","169.8598","51.2136","35.36981536","138.92335041","614.87","14","0.56","0.36","0.10","0.10","1.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","0","6095","47.5","-25.8","-0.13","52","0.12","0.08","-1.20","-1.0","-0.4","0.5","10.05","1"
"185.300","170.1426","51.0706","35.36982871","138.92337078","614.88","14","0.56","0.36","0.07","0.18","0.8","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","1","6119","47.4","-26.2","-0.19","52","0.02","0.11","-1.21","0.3","-2.2","0.1","10.05","1"
"185.350","170.4496","51.1421","35.36984209","138.92339110","614.88","14","0.56","0.36","0.13","0.15","1.5","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","3","6110","47.6","-27.1","-0.15","52","0.03","-0.01","-1.21","0.2","1.2","0.0","10.04","1"
"185.400","170.4003","50.8259","35.36985544","138.92341141","614.89","14","0.56","0.36","-0.01","-0.06","-0.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","2","6138","47.7","-27.4","-0.14","52","0.14","-0.14","-0.99","-0.9","1.4","-0.3","10.04","1"
"185.450","170.5972","51.0544","35.36986890","138.92343167","614.89","14","0.56","0.36","-0.08","0.12","-1.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","1","6138","47.7","-27.3","-0.18","52","0.06","-0.11","-0.94","-0.9","0.2","-0.3","10.04","1"
"185.500","171.0413","51.1053","35.36988236","138.92345210","614.89","14","0.56","0.36","0.06","0.25","0.7","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","1","6126","47.6","-26.9","-0.11","52","0.18","-0.03","-1.13","-0.2","-0.4","-0.3","10.04","1"
"185.550","171.4954","50.9233","35.36989587","138.92347264","614.90","14","0.56","0.36","0.03","0.26","0.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","0","6159","47.6","-27.4","-0.16","52","0.17","-0.02","-1.10","1.0","-1.2","-0.2","10.04","1"
"185.600","171.6226","51.0368","35.36990942","138.92349310","614.90","14","0.56","0.36","0.02","0.03","0.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","0","6152","47.7","-27.8","-0.16","52","0.07","-0.14","-1.01","0.5","-0.7","-0.4","10.04","1"
"185.650","171.7295","51.0832","35.36992287","138.92351349","614.89","14","0.56","0.36","-0.03","0.06","-0.4","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","1","6166","47.7","-27.6","-0.16","52","0.08","-0.07","-1.38","-0.1","1.8","-0.3","10.04","1"
"185.700","171.7800","51.0853","35.36993636","138.92353398","614.90","14","0.56","0.36","-0.01","0.02","-0.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","0","6179","47.6","-27.4","-0.13","52","0.12","-0.02","-1.30","-0.6","2.7","-0.1","10.04","1"
"185.750","172.0138","50.9590","35.36994986","138.92355448","614.91","14","0.56","0.36","-0.03","0.17","-0.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-0","6180","47.4","-26.8","-0.14","52","0.14","-0.07","-1.07","-0.7","-0.3","0.1","10.04","1"
"185.800","172.5071","50.8251","35.36996344","138.92357503","614.90","14","0.56","0.36","-0.02","0.29","-0.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-1","6185","47.6","-26.6","-0.13","52","0.00","-0.02","-0.91","-0.6","-0.1","0.1","10.03","1"
"185.850","172.5050","51.0317","35.36997706","138.92359553","614.93","14","0.56","0.36","-0.04","0.01","-0.5","-12290","-12290","-12290","-12290","-12290","16.5","13.4","197.9","-1","6193","47.7","-26.5","-0.15","52","0.13","-0.05","-0.89","0.6","0.6","-0.1","10.03","1"
"185.900","172.8150","50.9466","35.36999069","138.92361618","614.94","14","0.56","0.36","0.03","0.20","0.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","6216","47.7","-26.7","-0.16","52","0.07","-0.07","-1.00","1.5","-1.4","-0.7","10.03","1"
"185.950","173.0981","51.1568","35.37000433","138.92363680","614.92","14","0.56","0.36","0.01","0.13","0.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","6207","47.7","-26.5","-0.17","52","0.07","-0.03","-1.38","0.6","1.0","-1.0","10.03","1"
"186.000","173.1264","50.9132","35.37001789","138.92365745","614.91","14","0.56","0.36","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","6216","47.7","-26.9","-0.10","52","0.15","-0.07","-1.04","-0.1","1.5","-0.7","10.03","1"
"186.050","173.2636","50.8444","35.37003155","138.92367808","614.93","14","0.56","0.36","-0.03","0.08","-0.4","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","0","6232","47.7","-26.9","-0.13","52","0.08","-0.13","-0.80","0.2","-1.1","-0.3","10.03","1"
"186.100","173.4589","51.0096","35.37004523","138.92369868","614.94","14","0.56","0.36","-0.05","0.10","-0.6","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","6221","47.6","-27.0","-0.11","52","0.07","-0.07","-1.04","0.0","0.2","0.1","10.03","1"
"186.150","173.6883","50.6319","35.37005892","138.92371941","614.94","14","0.56","0.36","-0.01","0.14","-0.1","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","6240","47.6","-26.6","-0.11","52","0.09","-0.07","-1.02","-0.8","1.2","-0.6","10.03","1"
"186.200","173.8037","51.1533","35.37007266","138.92373995","614.93","14","0.56","0.36","-0.10","0.04","-1.1","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","6250","47.6","-26.4","-0.16","52","0.08","-0.07","-0.97","-0.7","0.2","-0.6","10.02","1"
"186.250","174.0553","50.7552","35.37008633","138.92376077","614.94","14","0.56","0.36","0.02","0.15","0.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","6242","47.6","-26.2","-0.11","52","0.08","0.02","-0.88","-0.2","-0.6","0.1","10.02","1"
"186.300","174.4915","51.1648","35.37010015","138.92378151","614.95","14","0.56","0.36","0.01","0.25","0.1","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","6259","47.6","-25.3","-0.20","52","0.14","-0.10","-0.99","-0.3","0.8","-0.2","10.01","1"
"186.350","174.6805","50.9553","35.37011384","138.92380238","614.95","14","0.56","0.36","0.05","0.07","0.6","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-0","6269","47.6","-24.6","-0.15","52","0.15","-0.04","-0.93","-0.5","0.8","0.5","10.00","1"
"186.400","174.6499","51.0207","35.37012759","138.92382316","614.95","14","0.56","0.36","0.03","-0.02","0.4","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","6279","47.7","-24.8","-0.11","52","0.06","0.04","-0.94","-0.5","-0.1","0.8","9.98","1"
"186.450","174.8843","51.0202","35.37014133","138.92384399","614.95","14","0.56","0.36","0.06","0.13","0.7","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","6273","47.7","-25.4","-0.17","52","-0.04","0.06","-0.91","-0.2","1.2","0.6","9.97","1"
"186.500","175.1319","51.1719","35.37015507","138.92386481","614.96","14","0.56","0.38","0.02","0.14","0.2","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","6280","47.6","-25.9","-0.16","52","-0.04","0.11","-0.99","0.3","1.7","0.9","9.95","1"
"186.550","175.2064","51.1123","35.37016881","138.92388575","614.97","14","0.56","0.40","0.20","0.02","2.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","2","6299","47.7","-26.1","-0.18","52","0.06","0.12","-0.99","0.1","0.7","0.4","9.94","1"
"186.600","175.3869","51.3416","35.37018258","138.92390669","614.98","14","0.56","0.40","-0.01","0.13","-0.1","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","2","6294","47.7","-26.5","-0.10","52","0.03","0.10","-1.07","-0.7","0.8","0.3","9.93","1"
"186.650","175.6138","51.1644","35.37019631","138.92392773","614.97","14","0.56","0.40","0.06","0.14","0.7","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","2","6308","47.7","-26.5","-0.15","52","0.17","0.08","-0.89","-1.2","0.8","0.4","9.91","1"
"186.700","175.9234","51.0645","35.37021009","138.92394873","614.98","14","0.56","0.40","0.00","0.13","0.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","2","6313","47.7","-26.4","-0.21","52","0.17","0.05","-1.11","-0.0","-0.0","0.0","9.90","1"
"186.750","175.9905","51.3056","35.37022393","138.92396973","614.99","14","0.56","0.40","0.09","0.06","1.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","6321","47.7","-26.7","-0.16","52","0.17","-0.00","-1.16","0.4","1.4","-0.1","9.88","1"
"186.800","176.1455","51.2444","35.37023767","138.92399077","614.99","14","0.56","0.40","-0.09","0.09","-1.1","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","6325","47.6","-26.2","-0.14","51","0.05","0.03","-0.85","0.8","1.0","-0.1","9.87","1"
"186.850","176.5452","51.4992","35.37025152","138.92401193","615.00","14","0.56","0.40","0.09","0.21","1.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","6338","47.5","-25.9","-0.19","51","0.16","-0.06","-1.12","1.8","-0.3","0.1","9.86","1"
"186.900","176.6742","51.2104","35.37026529","138.92403316","615.00","14","0.56","0.41","0.15","0.08","1.8","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","2","6332","47.7","-26.6","-0.07","52","0.14","-0.06","-1.15","0.6","0.2","0.2","9.84","1"
"186.950","176.8967","51.6615","35.37027913","138.92405427","615.01","14","0.56","0.43","-0.04","0.14","-0.5","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","6351","47.8","-26.9","-0.17","52","0.21","-0.07","-1.49","-0.4","1.1","0.2","9.83","1"
"187.000","176.8826","50.9576","35.37029285","138.92407554","615.02","14","0.56","0.43","0.05","-0.04","0.5","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","2","6352","47.7","-26.8","-0.09","52","0.15","-0.12","-1.36","-1.0","2.2","0.0","9.81","1"
"187.050","176.8505","50.9180","35.37030679","138.92409662","615.01","14","0.56","0.42","-0.08","0.00","-0.9","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","6353","47.6","-26.5","-0.13","52","0.17","-0.07","-1.02","-0.8","-0.8","-0.1","9.80","1"
"187.100","177.3231","51.4102","35.37032079","138.92411777","615.01","14","0.56","0.41","-0.18","0.26","-2.0","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-2","6366","47.6","-26.3","-0.14","52","0.13","0.02","-1.14","0.3","-3.1","0.2","9.79","1"
"187.150","177.5042","51.2526","35.37033463","138.92413903","615.02","14","0.56","0.43","0.06","0.07","0.7","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-2","6364","47.6","-27.0","-0.11","51","-0.08","0.08","-0.97","-0.3","0.5","0.4","9.77","1"
"187.200","177.3949","51.3985","35.37034843","138.92416013","615.02","14","0.56","0.43","0.04","-0.08","0.5","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","-1","6394","47.6","-27.1","-0.15","52","0.22","0.09","-1.21","-0.2","1.6","0.1","9.76","1"
"187.250","177.3815","51.2160","35.37036227","138.92418139","615.02","14","0.56","0.40","0.12","0.02","1.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","0","6394","47.6","-26.6","-0.14","51","0.20","0.08","-1.35","0.2","-0.7","-0.3","9.74","1"
"187.300","177.9992","51.2544","35.37037626","138.92420273","615.02","14","0.56","0.40","-0.05","0.36","-0.6","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","6374","47.7","-26.5","-0.17","51","-0.03","0.01","-1.34","0.4","-0.7","-0.2","9.74","1"
"187.350","178.5089","51.4755","35.37039026","138.92422414","615.02","14","0.56","0.40","0.05","0.27","0.6","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","6397","47.6","-26.1","-0.15","51","0.12","-0.01","-1.30","0.4","1.2","0.1","9.75","1"
"187.400","178.7828","51.3410","35.37040418","138.92424557","615.03","14","0.56","0.36","0.03","0.14","0.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","1","6406","47.7","-26.2","-0.01","51","0.02","-0.02","-1.06","-0.3","0.1","-0.0","9.75","1"
"187.450","178.6875","51.3417","35.37041811","138.92426693","615.03","14","0.55","0.36","0.03","-0.05","0.3","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","0","6411","47.7","-26.4","-0.15","51","-0.02","-0.01","-1.05","-0.3","-0.5","0.2","9.75","1"
"187.500","178.6264","51.1096","35.37043207","138.92428832","615.04","14","0.55","0.36","-0.05","-0.05","-0.5","-12290","-12290","-12290","-12290","-12290","16.5","13.4","198.0","0","6402","47.7","-27.3","-0.09","51","-0.00","-0.03","-0.90","-1.0","0.5","-0.4","9.75","1"
