"Format","AiM CSV File"
"Session","Fuji GP Sh"
"Vehicle","SFJ"
"Racer","CMD"
"Championship","Fuji Practice"
"Comment",""
"Date","11/04/2025"
"Time","15:50:07"
"Sample Rate","20"
"Duration","1696.94"
"Segment","Session"
"Beacon Markers","193.611","320.961","450.167","569.437","688.127","819.303","947.652","1079.43","1202.58","1322.38","1445.26","1578.53","1696.96"
"Segment Times","3:13.611","2:07.350","2:09.206","1:59.270","1:58.690","2:11.176","2:08.349","2:11.778","2:03.153","1:59.801","2:02.877","2:13.267","1:58.430"

"Time","GPS Speed","GPS Heading","GPS Latitude","GPS Longitude","GPS Altitude","GPS Nsat","GPS PosAccuracy","GPS SpdAccuracy","GPS LatAcc","GPS InlineAcc","GPS Yaw Rate","Predictive Time","Best Run Diff","Best Today Diff","Prev Lap Diff","Ref Lap Diff","LoggerTemp","External Voltage","ADC Voffset","Lateral Grip","RPM","WT","steering","BRK","ACCEL","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","Luminosity","StartRec"
"s","km/h","deg","deg","deg","m"," ","m","km/h","g","g","deg/s","ms","ms","ms","ms","ms","C","V","mV"," ","rpm","C","deg","bar","mm","g","g","g","deg/s","deg/s","deg/s","%"," "

"0.000","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.00","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2434","40.0","-25.5","-0.11","2","0.05","0.00","-1.28","0.4","1.2","0.1","0.46","1"
"0.050","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.00","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2434","40.0","-25.5","-0.11","2","0.00","0.01","-1.16","0.4","1.2","0.1","0.46","1"
"0.100","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.00","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2434","40.0","-25.5","-0.11","2","0.05","0.07","-1.19","0.4","1.2","0.1","0.46","1"
"0.150","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.00","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2434","40.0","-25.5","-0.11","2","0.06","0.02","-1.22","0.4","1.2","0.1","0.46","1"
"0.200","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.00","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2434","40.0","-25.5","-0.11","2","0.00","-0.09","-0.96","0.4","1.2","0.1","0.46","1"
"0.250","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.00","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2434","40.0","-25.5","-0.11","2","-0.02","-0.16","-0.76","0.7","1.5","0.2","0.46","1"
"0.300","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.00","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2434","40.0","-25.5","-0.11","2","-0.04","-0.14","-0.75","0.8","1.5","0.0","0.46","1"
"0.350","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.00","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2434","40.0","-25.5","-0.11","2","-0.14","-0.04","-0.76","0.7","1.0","-0.2","0.46","1"
"0.400","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.00","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2434","40.0","-25.5","-0.11","2","-0.15","0.11","-1.00","0.3","0.3","-0.2","0.46","1"
"0.450","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.00","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2434","40.0","-25.5","-0.11","2","-0.09","0.11","-1.11","-0.2","0.5","-0.1","0.46","1"
"0.500","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.02","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2430","40.1","-25.3","-0.11","2","-0.09","0.00","-0.89","0.0","1.1","-0.1","0.46","1"
"0.550","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.05","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2418","40.2","-25.6","-0.16","2","-0.14","-0.03","-0.72","0.7","1.2","-0.3","0.46","1"
"0.600","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.08","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2408","40.1","-25.3","-0.13","2","-0.21","-0.01","-0.65","0.8","1.0","-0.4","0.46","1"
"0.650","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.11","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2402","40.1","-24.9","-0.10","2","-0.20","-0.03","-0.69","0.7","0.8","-0.3","0.46","1"
"0.700","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.13","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2397","40.0","-24.9","-0.13","3","-0.08","-0.15","-0.79","0.7","0.9","-0.2","0.46","1"
"0.750","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.16","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2395","40.1","-25.0","-0.12","3","-0.00","-0.19","-0.84","0.9","1.6","0.0","0.46","1"
"0.800","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.19","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2397","40.1","-25.3","-0.11","3","0.02","-0.18","-0.86","1.1","1.9","0.3","0.46","1"
"0.850","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.22","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2407","40.1","-25.8","-0.14","3","-0.00","-0.14","-0.86","1.2","1.7","0.1","0.46","1"
"0.900","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.24","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2426","40.1","-25.7","-0.11","3","-0.07","-0.11","-0.78","1.1","1.4","-0.0","0.46","1"
"0.950","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.27","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2451","40.1","-24.9","-0.10","3","-0.05","-0.13","-0.77","0.8","1.4","-0.0","0.46","1"
"1.000","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.29","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2480","40.0","-25.7","-0.10","3","-0.07","-0.06","-0.87","0.7","1.0","0.2","0.46","1"
"1.050","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.32","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2512","40.0","-25.7","-0.12","3","-0.02","0.08","-1.15","0.2","0.2","0.2","0.46","1"
"1.100","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.34","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2541","40.0","-25.9","-0.06","3","0.04","0.04","-1.29","-0.1","0.4","0.1","0.46","1"
"1.150","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.38","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2566","40.0","-25.2","-0.15","3","0.14","-0.05","-1.25","0.3","1.1","0.1","0.46","1"
"1.200","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.40","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2555","39.9","-25.1","-0.13","3","0.23","-0.13","-1.08","0.7","1.8","0.1","0.46","1"
"1.250","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.43","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2446","39.9","-25.3","-0.13","3","0.33","-0.11","-1.10","0.4","1.6","0.1","0.46","1"
"1.300","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.45","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2257","40.0","-25.6","-0.14","3","0.32","-0.06","-1.06","0.1","1.3","0.0","0.46","1"
"1.350","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.49","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","2032","39.9","-25.5","-0.12","3","0.28","-0.02","-1.00","0.2","1.1","-0.0","0.46","1"
"1.400","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.51","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","1792","39.9","-25.4","-0.12","3","0.29","-0.03","-1.00","0.3","0.9","0.0","0.46","1"
"1.450","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.54","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","1547","39.9","-25.4","-0.12","3","0.31","-0.01","-1.03","0.3","0.7","0.0","0.46","1"
"1.500","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.57","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","1335","39.9","-26.3","-0.12","3","0.28","0.01","-1.01","0.3","0.5","0.0","0.46","1"
"1.550","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.60","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","1149","39.9","-25.9","-0.12","3","0.24","-0.01","-1.00","0.2","0.4","0.0","0.46","1"
"1.600","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.62","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","978","39.9","-25.4","-0.03","3","0.21","-0.00","-1.02","0.1","0.5","0.0","0.47","1"
"1.650","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.65","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","858","39.9","-25.6","-0.10","3","0.20","0.02","-1.02","0.0","0.6","0.0","0.47","1"
"1.700","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.68","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","776","39.9","-25.6","-0.15","3","0.20","0.02","-1.01","0.0","0.6","0.1","0.47","0"
"1.750","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.71","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","698","39.9","-25.5","-0.08","3","0.19","0.01","-1.01","-0.0","0.7","0.1","0.47","0"
"1.800","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.73","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","623","39.8","-25.6","-0.15","3","0.19","0.02","-1.01","-0.1","0.9","0.1","0.47","0"
"1.850","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.76","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","555","39.8","-25.5","-0.13","3","0.20","0.05","-1.00","0.2","0.6","0.1","0.47","0"
"1.900","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.79","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","509","39.8","-25.6","-0.10","3","0.16","0.03","-1.02","0.3","0.2","0.2","0.47","0"
"1.950","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.82","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","481","39.8","-25.4","-0.11","3","0.15","-0.02","-1.01","0.3","0.3","0.1","0.47","0"
"2.000","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.84","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","506","39.8","-25.4","-0.11","3","0.20","-0.03","-0.99","0.2","0.8","0.1","0.47","0"
"2.050","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.88","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","577","39.7","-25.5","-0.10","3","0.26","0.01","-1.01","-0.0","0.7","0.2","0.47","1"
"2.100","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.90","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","644","39.8","-26.0","-0.08","3","0.24","0.07","-1.09","0.2","0.4","0.1","0.47","1"
"2.150","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.93","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","706","39.7","-26.1","-0.12","3","0.28","0.06","-1.07","0.7","0.7","-0.0","0.47","1"
"2.200","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.95","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","758","39.8","-27.0","-0.12","3","0.31","-0.00","-1.00","0.5","0.7","0.0","0.48","1"
"2.250","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41768.99","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","807","39.8","-27.0","-0.09","2","0.34","-0.01","-1.00","-0.1","0.8","0.2","0.48","1"
"2.300","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.01","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","846","39.9","-27.2","-0.14","1","0.35","0.01","-1.00","-0.1","1.0","0.2","0.49","1"
"2.350","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.05","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","832","39.8","-26.7","-0.11","0","0.25","0.02","-1.01","0.2","0.6","0.2","0.50","1"
"2.400","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.07","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","764","39.8","-26.2","-0.10","0","0.10","0.01","-1.03","0.0","0.5","0.1","0.51","1"
"2.450","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.10","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","735","39.8","-26.7","-0.12","0","0.09","0.00","-1.01","0.0","0.6","0.0","0.53","1"
"2.500","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.12","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.3","197.9","0","823","39.7","-26.9","-0.11","0","0.17","0.01","-1.00","-0.0","0.6","0.2","0.54","1"
"2.550","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.16","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","944","39.7","-26.7","-0.09","1","0.21","0.01","-1.00","0.1","1.1","0.1","0.55","1"
"2.600","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.19","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","962","39.9","-27.1","-0.14","1","0.16","0.00","-1.00","0.5","0.7","-0.0","0.56","1"
"2.650","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.22","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","884","39.9","-26.7","-0.13","1","0.06","0.01","-1.02","-0.1","-0.4","0.2","0.58","1"
"2.700","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.24","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","842","39.7","-26.4","-0.09","1","-0.00","0.03","-1.03","-0.9","-0.0","0.3","0.59","1"
"2.750","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.27","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","915","39.8","-26.9","-0.13","1","0.07","0.05","-1.01","0.6","1.8","0.2","0.60","1"
"2.800","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.30","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","1010","39.9","-26.8","-0.12","1","0.16","0.04","-1.01","1.1","2.2","0.1","0.61","1"
"2.850","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.33","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","1036","39.9","-27.0","-0.10","1","0.11","0.01","-1.07","1.3","1.1","-0.2","0.63","1"
"2.900","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.36","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","968","39.9","-26.2","-0.13","1","-0.00","-0.02","-1.07","1.0","1.5","0.1","0.64","1"
"2.950","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.39","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","902","39.8","-24.8","-0.20","1","0.02","-0.01","-0.90","0.4","1.8","0.2","0.65","1"
"3.000","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.41","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","919","39.8","-23.8","-0.13","1","0.03","0.02","-0.81","0.9","-0.8","0.1","0.66","1"
"3.050","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.45","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","972","39.8","-22.9","-0.14","1","-0.02","0.02","-0.99","0.8","-1.7","0.2","0.68","1"
"3.100","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.47","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","1026","39.8","-20.3","-0.19","1","0.05","-0.00","-1.04","0.0","-0.3","0.5","0.69","1"
"3.150","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.50","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","1062","39.8","-15.0","-0.15","1","0.10","0.02","-0.98","-0.7","-0.9","1.1","0.70","1"
"3.200","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.53","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","1034","39.8","-8.2","-0.17","1","0.03","0.09","-1.02","-1.0","-1.8","1.9","0.71","1"
"3.250","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.56","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","964","39.8","-1.3","-0.20","1","-0.02","0.13","-1.04","0.3","-0.7","2.5","0.73","1"
"3.300","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.58","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","924","40.0","4.0","-0.15","1","-0.01","0.08","-0.99","0.6","-0.2","3.0","0.75","1"
"3.350","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.62","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","935","39.9","13.2","-0.16","1","-0.02","0.07","-1.01","-0.0","-1.2","3.9","0.77","1"
"3.400","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.65","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","958","40.0","25.1","-0.11","1","-0.03","0.12","-1.00","-0.0","-1.6","5.3","0.79","1"
"3.450","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.68","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","980","39.9","36.4","-0.14","1","-0.06","0.16","-1.02","0.8","-1.2","6.3","0.81","1"
"3.500","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.71","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","996","39.9","44.9","-0.07","1","-0.05","0.12","-1.01","1.4","-0.5","6.7","0.83","1"
"3.550","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.74","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","1010","40.0","51.1","-0.18","0","-0.03","0.06","-0.93","0.8","-2.1","7.1","0.85","1"
"3.600","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.77","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","1025","39.9","58.2","-0.12","0","-0.07","0.09","-1.01","0.7","-3.3","7.9","0.87","1"
"3.650","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.80","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","1035","39.9","65.0","-0.13","0","-0.07","0.10","-0.98","1.3","-1.3","8.9","0.89","1"
"3.700","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.82","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","1044","39.9","70.4","-0.17","0","-0.00","0.11","-0.93","1.0","1.0","9.3","0.91","1"
"3.750","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.86","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","1039","40.1","75.9","-0.13","0","0.03","0.13","-0.95","0.8","1.0","9.5","0.93","1"
"3.800","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.89","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","997","40.1","81.5","-0.17","0","-0.01","0.10","-1.05","0.9","0.3","10.4","0.95","1"
"3.850","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.92","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","15.9","11.4","197.9","0","951","40.0","85.9","-0.18","1","-0.03","0.10","-1.05","1.0","0.5","10.9","0.97","1"
"3.900","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.94","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","934","40.0","90.4","-0.18","1","-0.02","0.14","-0.97","0.7","-0.1","11.1","0.99","1"
"3.950","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41769.97","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","938","40.1","94.5","-0.14","1","-0.05","0.13","-0.97","0.8","-0.2","11.4","1.01","1"
"4.000","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.00","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","947","40.2","96.6","-0.16","1","-0.04","0.11","-0.98","0.6","0.8","11.8","1.03","1"
"4.050","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.04","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","962","40.1","98.1","-0.13","1","-0.03","0.10","-1.01","0.7","0.3","12.0","1.05","1"
"4.100","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.06","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","987","40.1","99.3","-0.12","1","-0.05","0.13","-1.07","1.9","0.0","12.2","1.07","1"
"4.150","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.09","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","1021","40.1","99.7","-0.11","1","-0.02","0.08","-0.99","1.4","0.0","12.0","1.08","1"
"4.200","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.12","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","1058","40.3","99.3","-0.18","1","0.01","0.08","-0.99","0.6","-0.1","11.9","1.10","1"
"4.250","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.16","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","1087","40.2","99.6","-0.14","1","0.08","0.11","-1.03","0.4","0.8","12.3","1.12","1"
"4.300","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.18","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","1080","40.2","100.0","-0.13","1","0.08","0.19","-0.96","1.3","0.4","12.8","1.17","1"
"4.350","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.22","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","1001","40.2","99.5","-0.15","1","-0.02","0.14","-1.03","1.6","-0.4","12.8","1.21","1"
"4.400","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.25","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","934","40.2","99.9","-0.20","1","-0.05","0.09","-1.06","1.0","0.9","12.5","1.26","1"
"4.450","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.28","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","951","40.2","100.5","-0.16","1","-0.01","0.09","-0.95","1.0","0.8","12.7","1.31","1"
"4.500","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.30","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","1010","40.1","104.4","-0.19","1","-0.04","0.13","-0.99","0.6","-0.1","13.2","1.35","1"
"4.550","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.34","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","1061","40.2","109.8","-0.16","1","0.00","0.18","-1.04","1.1","1.0","13.7","1.40","1"
"4.600","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.37","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","1110","40.4","114.7","-0.12","1","0.12","0.19","-0.96","1.0","1.1","14.3","1.44","1"
"4.650","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.40","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","1118","40.4","121.0","-0.16","1","0.06","0.19","-1.06","1.1","0.0","15.2","1.49","1"
"4.700","0.0000","162.7828","35.37253268","138.92759852","644.16","0","41770.42","72.00","0.00","0.00","0.0","-12290","-12290","-12290","-12290","-12290","16.0","11.4","197.9","0","1041","40.4","123.6","-0.07","1","-0.01","0.19","-1.07","1.5","1.1","16.0","1.53","1"
